"DATE","TIME PERIOD","Euro/Romanian leu (EXR.D.RON.EUR.SP00.A)"
"2016-10-28","28 Oct 2016","4.5005"
"2016-10-31","31 Oct 2016","4.5060"
"2016-11-01","01 Nov 2016","4.5055"
"2016-11-02","02 Nov 2016","4.5028"
"2016-11-03","03 Nov 2016","4.4988"
"2016-11-04","04 Nov 2016","4.4995"
"2016-11-07","07 Nov 2016","4.4988"
"2016-11-08","08 Nov 2016","4.5073"
"2016-11-09","09 Nov 2016","4.5050"
"2016-11-10","10 Nov 2016","4.5023"
"2016-11-11","11 Nov 2016","4.5160"
"2016-11-14","14 Nov 2016","4.5183"
"2016-11-15","15 Nov 2016","4.5140"
"2016-11-16","16 Nov 2016","4.5198"
"2016-11-17","17 Nov 2016","4.5187"
"2016-11-18","18 Nov 2016","4.5150"
"2016-11-21","21 Nov 2016","4.5105"
"2016-11-22","22 Nov 2016","4.5117"
"2016-11-23","23 Nov 2016","4.5165"
"2016-11-24","24 Nov 2016","4.5100"
"2016-11-25","25 Nov 2016","4.5140"
"2016-11-28","28 Nov 2016","4.5150"
"2016-11-29","29 Nov 2016","4.5172"
"2016-11-30","30 Nov 2016","4.5040"
"2016-12-01","01 Dec 2016","4.5042"
"2016-12-02","02 Dec 2016","4.5095"
"2016-12-05","05 Dec 2016","4.5010"
"2016-12-06","06 Dec 2016","4.4975"
"2016-12-07","07 Dec 2016","4.4980"
"2016-12-08","08 Dec 2016","4.5020"
"2016-12-09","09 Dec 2016","4.4994"
"2016-12-12","12 Dec 2016","4.5073"
"2016-12-13","13 Dec 2016","4.5045"
"2016-12-14","14 Dec 2016","4.5153"
"2016-12-15","15 Dec 2016","4.5223"
"2016-12-16","16 Dec 2016","4.5165"
"2016-12-19","19 Dec 2016","4.5179"
"2016-12-20","20 Dec 2016","4.5213"
"2016-12-21","21 Dec 2016","4.5194"
"2016-12-22","22 Dec 2016","4.5266"
"2016-12-23","23 Dec 2016","4.5318"
"2016-12-27","27 Dec 2016","4.5313"
"2016-12-28","28 Dec 2016","4.5415"
"2016-12-29","29 Dec 2016","4.5375"
"2016-12-30","30 Dec 2016","4.5390"
"2017-01-02","02 Jan 2017","4.5390"
"2017-01-03","03 Jan 2017","4.5228"
"2017-01-04","04 Jan 2017","4.5086"
"2017-01-05","05 Jan 2017","4.5065"
"2017-01-06","06 Jan 2017","4.5013"
"2017-01-09","09 Jan 2017","4.5016"
"2017-01-10","10 Jan 2017","4.4958"
"2017-01-11","11 Jan 2017","4.4960"
"2017-01-12","12 Jan 2017","4.4913"
